Time,Command,X,Y,Distance range 0,Distance range 1,Distance range 2,Distance range 3,Distance range 4,Distance range 5,Distance range 6,Distance range 7,Distance range 8,Distance range 9,Distance range 10,Distance range 11
11.458188,s,,,2128.0,3704.5,4153.25,2703.0,0.0,7808.75,0.0,2689.0,2234.75,2404.5,3336.75,5540.5
11.517953,s,,,2102.75,3682.25,4137.0,2708.5,0.0,1887.75,1934.0,2678.25,2233.0,2405.75,3356.75,5546.0
11.576141,s,,,2234.25,3667.75,4140.25,4223.75,0.0,7808.75,0.0,3007.5,2229.75,2411.0,3403.5,5580.25
11.633618,w,,,2449.0,3664.0,3258.75,2692.25,2129.75,6373.5,0.0,2965.25,2238.5,2433.5,3446.25,5566.0
11.690937,w,,,1979.0,3713.75,3263.75,4234.0,2115.5,0.0,0.0,2810.75,2247.5,2403.0,3487.75,5549.0
11.748973,w,,,2095.75,3652.25,3234.25,2701.75,0.0,7797.5,1945.25,2673.5,2229.25,2413.75,3385.25,5546.0
11.807618,w,,,1983.5,3688.75,4127.0,2697.75,6422.5,6495.25,0.0,2982.5,2233.0,2440.0,3438.5,5566.0
11.865959,w,,,2433.5,3652.25,3983.75,4230.5,2155.5,0.0,0.0,2696.25,2253.0,2444.0,3484.25,4206.75
11.923904,w,,,2420.75,3619.25,3261.75,4223.75,2157.5,0.0,0.0,2695.75,2270.25,2410.5,3640.75,5509.75
11.982069,w,,,2399.75,3670.5,3252.75,4237.5,2177.75,3880.0,0.0,2934.5,2269.75,2450.25,3517.5,5487.5
12.039974,w,,,2029.5,3635.75,3236.25,4229.0,2187.5,3901.75,0.0,2936.0,2252.25,2442.25,3540.75,3130.5
12.097085,w,,,2011.75,3624.25,3956.5,4223.75,2196.75,3919.5,0.0,2858.5,2274.5,2423.0,3564.5,3174.0
12.152907,w,,,1975.5,3606.75,4066.0,4234.0,2218.25,3192.75,4099.5,2932.75,2276.0,2445.75,3585.5,5016.5
12.210895,w,,,1968.25,3609.25,4044.0,4223.75,0.0,0.0,0.0,2945.75,2277.5,2448.5,3576.75,5014.25
12.268731,w,,,1946.25,3593.0,4055.0,2734.0,0.0,3937.25,4234.0,2954.5,2282.25,2450.25,3583.0,4355.5
12.326081,w,,,1932.0,3565.75,3163.75,4212.0,3148.75,7905.75,2063.0,2952.25,2262.5,2473.75,3605.5,5379.5
12.383632,w,,,1906.75,3519.75,4061.25,4213.5,3151.5,4025.25,2078.25,2965.25,2115.5,2473.75,3621.75,5353.0
12.441802,w,,,1790.0,3563.25,4033.0,4203.5,3147.0,4193.25,4093.25,2983.25,2137.0,2475.0,3611.75,5355.75
12.499701,w,,,1878.5,3504.75,4044.0,4208.5,3057.25,5744.75,4328.5,2989.25,2137.0,2516.75,3599.0,5363.5
12.557961,w,,,1878.25,3482.0,4031.5,4175.0,3230.25,0.0,0.0,2945.75,2133.5,2511.0,3767.5,5342.5
12.615926,w,,,1843.25,3509.5,3985.25,4186.5,3100.5,5288.25,0.0,2992.5,2140.5,2525.0,3549.0,5303.75
12.674217,w,,,1824.75,3477.5,4039.25,4171.5,0.0,0.0,2216.0,2949.75,2131.75,2522.25,3644.75,2924.0
12.732523,w,,,1802.25,3491.25,4022.25,4201.75,3049.5,5682.0,4208.5,2870.75,2152.75,2520.25,3729.75,5262.75
12.790475,w,,,1782.0,3456.25,4006.75,4222.0,3167.5,8011.25,5534.75,3007.5,2162.0,2526.25,3649.75,2917.75
12.848328,w,4.5,23.5,1767.75,3450.75,3993.0,4180.0,3054.75,4135.25,0.0,2976.0,2160.25,2524.0,3748.5,3926.75
12.906624,w,3.0,22.0,1733.75,3398.25,3994.5,4156.75,3258.75,5705.75,6167.5,3007.5,2165.5,2535.75,3709.75,5232.5
12.964373,w,2.0,20.5,1710.0,3375.75,3991.5,4215.25,3216.75,6314.25,4254.75,3040.0,2172.75,2538.75,3699.25,5195.25
13.022318,w,3.5,21.0,1699.5,3368.25,3974.75,4143.5,3182.5,6325.25,4273.75,3034.75,2165.5,2560.0,3709.75,5178.0
13.080319,w,3.0,21.5,1677.0,3323.5,3980.75,4140.25,3131.25,6422.5,4314.25,3055.5,2169.25,2582.25,3727.0,5215.0
13.13874,w,2.0,21.5,1647.0,3364.0,3977.75,4143.5,3123.25,6422.5,4319.75,3057.25,2175.0,2568.0,3711.0,3669.25
13.197069,w,2.0,21.0,1587.0,3359.75,3977.75,4180.0,2398.0,0.0,2379.0,2990.75,2202.75,2585.25,3852.75,5185.5
13.255471,w,86.5,19.5,1632.75,3353.5,3944.5,4158.25,2318.25,4532.5,4665.25,3016.75,2208.5,2600.25,4045.5,3635.75
13.313226,w,,,1646.75,3313.25,3956.5,4137.0,2321.75,5900.25,0.0,3040.0,2211.0,2644.5,3825.75,3169.25
13.371308,w,,,1650.0,3298.0,3958.0,4132.0,2376.25,6464.5,0.0,3069.5,2205.0,2599.0,3781.25,3112.25
13.428678,w,,,1459.0,3282.75,3938.75,4178.25,2344.75,7168.5,0.0,2987.5,2208.25,2599.75,3756.75,3099.75
13.486889,w,,,1439.5,3276.75,3935.75,4163.25,0.0,6558.0,0.0,2991.75,2212.25,2602.25,3781.25,5067.75
13.544494,w,,,1421.25,3258.75,3920.75,4165.0,0.0,4312.5,0.0,3084.5,2215.0,2611.0,3817.25,3569.5
13.602355,w,,,1391.5,3257.75,3922.25,4168.25,0.0,6522.5,5693.75,2996.75,2217.25,2631.5,3661.25,4977.75
13.660389,w,87.5,7.5,1375.5,3245.0,3931.25,4229.0,2374.25,6650.25,5670.0,2995.75,2222.25,2616.25,3343.0,4756.0
13.718094,w,,,1385.0,3237.25,3890.0,4166.5,2384.25,6753.75,0.0,3002.5,2226.0,2644.5,3235.25,4696.5
13.776255,w,88.0,6.5,1634.5,3186.25,3891.5,4148.5,2411.5,4343.0,0.0,3021.0,2310.75,2640.0,4040.75,4711.25
13.834878,w,,,1352.5,3213.0,3881.5,4151.75,3253.75,8309.25,0.0,3029.75,2359.5,2665.5,4011.25,4709.0
13.893398,w,90.0,6.0,1620.75,3165.5,3878.5,4122.25,3275.75,0.0,4503.25,3059.0,2335.0,2689.0,3979.25,4993.75
13.951177,w,,,1753.25,3174.0,3823.0,4143.5,3258.75,6605.75,6314.25,3030.5,2520.25,2678.25,3556.0,4908.75
14.009256,w,,,1589.0,3140.5,3858.5,4106.0,2908.25,6078.0,4579.75,3090.75,2516.75,2697.0,4077.25,4650.75
14.067201,w,,,1588.5,3156.25,3864.25,4120.5,2913.75,5855.75,0.0,3059.0,2516.75,2683.5,3943.0,4902.0
14.124969,w,,,1698.75,3126.75,3191.0,4061.25,3319.25,6654.5,4913.5,2991.75,2524.5,2708.5,4025.25,4713.25
14.18277,w,,,1563.5,3141.5,3806.25,4090.0,3367.25,2995.0,6274.25,3043.5,2522.75,2691.5,3932.75,4897.5
14.240548,w,,,1604.25,3114.0,3167.5,4069.25,3132.25,6252.5,0.0,3084.5,2531.75,2703.0,4053.5,4382.75
14.298245,w,,,1705.25,3107.75,3174.0,4082.0,2484.25,6574.0,4856.75,3123.25,2528.0,2714.0,3996.0,4823.5
14.355957,w,97.5,2.0,1530.5,3097.0,3184.25,4161.5,3400.25,4618.0,6468.25,3156.25,2532.75,2699.75,3950.5,4841.25
14.413425,w,,,1527.0,3094.25,3171.25,4072.5,6061.0,3055.5,0.0,3074.0,2556.5,2697.0,3952.0,4841.25
14.471115,w,,,1504.25,3062.5,3809.0,4075.5,6047.75,3059.0,6456.75,3088.0,2554.5,2696.25,3965.5,4819.0
14.529364,w,,,1530.75,3083.75,3844.25,4077.25,6071.25,3067.75,6468.25,3081.0,2582.25,2719.5,3983.75,4832.25
14.587475,w,,,1483.5,3072.25,3825.75,4061.25,6078.0,3073.0,6468.25,3183.25,2561.25,2733.5,3418.75,2717.5
14.64589,w,,,1604.0,3050.25,3816.0,4019.0,6098.5,3117.75,4931.75,3160.75,2587.75,2761.5,4212.0,4408.75
14.703827,w,,,1585.25,3019.5,3817.25,4033.0,2677.5,3147.75,4741.0,3164.5,2592.25,2797.5,4066.0,4724.0
14.761751,w,,,1569.75,3019.5,3813.25,4008.25,6119.0,3117.75,5091.25,3100.5,2570.5,2757.25,4085.25,4709.0
14.818851,w,,,1426.0,3276.75,3118.5,4034.5,2687.0,6737.0,0.0,3024.5,2592.75,2761.5,4050.25,2263.5
14.87486,w,,,1481.5,3006.0,3800.75,4005.25,3229.25,2737.0,6153.5,3142.25,2603.5,2778.75,2797.5,4751.75
14.933062,w,,,1391.5,3564.5,3780.0,4020.75,3320.25,3147.0,4925.0,3100.5,2606.75,2764.25,4075.5,4717.5
14.990872,w,,,1462.0,2965.25,3796.5,4090.0,5935.5,4624.25,6081.5,3148.75,2608.0,2787.25,2820.25,2210.5
15.048398,w,,,1358.5,4834.5,3100.5,4053.5,2715.5,8700.25,6426.25,3136.75,2611.0,2775.75,2727.75,4698.5
15.105839,w,,,1411.5,2933.5,3744.5,4025.25,5968.0,3247.0,6139.75,3177.75,2638.75,2811.5,4215.25,3158.0
15.164183,w,,,1302.75,2940.75,3756.75,4042.5,6081.5,5843.25,4865.75,3113.25,2611.0,2803.25,4181.5,3102.25
15.222407,w,,,1291.5,3477.5,3771.75,4026.75,6044.25,8786.0,6433.75,3159.0,2633.5,2803.25,4334.0,4719.75
15.28033,w,,,1286.75,4762.5,3750.0,4009.75,6011.0,2856.25,6593.75,3182.5,2644.0,2807.0,4520.75,3092.5
15.338172,w,,,1284.5,2886.25,3741.75,4053.5,6024.25,3254.75,3459.5,3209.0,2668.75,2853.25,4289.5,2532.25
15.395981,w,,,1324.5,2846.5,3721.75,3949.0,6105.25,2908.25,6325.25,3237.25,2665.0,2855.5,4161.5,2515.75
15.454104,w,,,1310.5,3439.5,3727.0,3967.0,6108.75,5091.25,6503.0,3145.0,2641.25,2853.25,3913.5,2484.75
15.512552,w,,,1300.0,3414.5,3704.5,3950.5,6095.0,5129.5,3569.5,3238.25,2666.75,2854.0,4260.0,2484.25
15.570093,w,,,1260.75,3394.0,3704.5,3953.5,6139.75,8341.5,6195.75,3240.0,2672.25,2870.0,3060.75,3006.75
15.627513,w,,,1204.5,3366.25,3715.0,3940.25,2833.75,2974.25,6716.0,3223.5,2679.5,2870.75,3060.0,0.0
15.685331,w,,,1171.0,3318.25,3712.5,4028.5,6143.25,7121.5,6737.0,3225.5,2686.25,2887.0,4178.25,0.0
15.742837,w,,,1130.5,4657.0,3688.75,3953.5,5837.0,8750.0,6650.25,3219.75,2687.0,2857.75,4412.25,2370.0
15.800427,w,,,1098.75,2805.5,3699.25,3946.0,5935.5,3383.25,6464.5,3208.0,2688.25,2866.25,3033.0,4556.0
15.858353,w,,,1131.75,4616.0,3708.5,3979.25,3368.25,2990.0,3674.25,3203.25,2689.5,2893.25,4146.75,0.0
15.917534,w,,,1119.75,4596.0,3682.25,3968.5,3377.75,3017.75,6325.25,3201.5,2688.25,2910.5,4366.5,0.0
15.975647,w,,,1090.25,4562.0,3661.25,3619.25,3380.0,3088.0,6930.5,3271.75,2689.5,2917.75,4562.0,2331.0
16.033891,w,,,1058.0,4528.5,3657.5,3629.25,3405.75,3099.75,6825.75,3292.75,2696.25,2957.75,4388.25,2294.5
16.091699,w,,,1027.25,4501.25,3647.25,3621.75,3409.0,3140.5,6770.5,3268.75,2692.25,2933.5,2904.25,2322.75
16.149673,w,,,1002.25,4503.25,3647.25,3614.25,4133.5,8793.25,3201.5,3183.25,2697.75,2941.5,4505.25,0.0
16.207478,w,,,979.25,4583.75,3643.25,3615.5,4128.75,8764.5,3170.25,3269.75,2701.75,2913.75,4516.75,4453.5
16.264973,w,,,969.75,4522.75,3643.25,3644.75,5919.5,8151.25,6622.0,3254.75,2725.0,2939.25,2867.75,4436.75
16.322825,w,,,0.0,4505.25,3634.5,3581.75,6614.0,3516.25,6732.75,3328.5,2748.0,2954.5,4436.75,4433.0
16.380299,w,,,902.75,4451.75,3623.0,3947.5,3155.25,4309.0,6838.75,3310.0,2759.5,2962.75,4526.5,4433.0
16.438235,w,,,899.5,4526.5,3618.0,3594.25,3880.0,3196.75,6716.0,3277.75,2755.75,2949.0,3490.0,0.0
16.496009,w,,,864.0,4436.75,3616.75,3602.75,4037.75,5103.25,3818.75,3257.75,2761.5,2957.75,4451.75,4386.5
16.553834,w,,,625.25,4482.0,3605.5,3560.75,4196.75,8939.75,7056.5,3339.0,2761.5,2989.25,3589.25,0.0
16.610166,w,99.5,88.5,628.25,4461.25,3602.75,3559.5,5984.5,4353.75,6728.5,3318.25,2771.5,2991.75,1776.25,0.0
16.667998,s,96.5,89.0,582.25,4425.5,3611.75,3567.0,5806.0,4377.25,6766.25,3308.0,2769.25,3055.5,2253.5,0.0
16.726056,s,92.5,90.0,585.75,4123.75,3583.0,3576.75,5932.25,3405.75,3881.5,3303.0,2765.75,2966.0,4620.25,4348.25
16.784449,s,88.0,86.5,550.0,4470.75,3604.0,3575.5,3191.0,3289.75,6930.5,3214.0,2779.5,2979.25,0.0,0.0
16.843649,s,86.0,75.5,533.0,0.0,3578.0,3528.0,3211.0,5070.0,3909.0,3298.0,2776.5,3004.25,2243.75,4305.5
16.902743,s,90.0,80.0,535.5,4427.25,3578.0,3549.0,4122.25,9304.5,5042.0,3366.25,2777.25,2996.75,4486.0,4314.25
16.961959,s,87.5,79.5,530.0,4114.0,3558.25,3553.5,6336.25,9045.5,3696.5,3341.0,2781.5,3031.25,4612.0,0.0
17.021154,s,85.5,79.0,0.0,0.0,3584.25,3625.5,5909.75,3449.5,3904.75,3302.0,2775.0,3001.75,4033.0,4330.25
17.080344,s,83.5,78.0,531.75,4098.0,3568.25,3533.75,4020.75,9045.5,6716.0,3340.0,2782.25,3033.0,4616.0,0.0
17.139465,s,85.0,77.5,528.5,4381.0,3568.25,3558.25,5903.5,3439.5,3918.0,3306.0,2776.5,3009.25,4022.25,4309.0
17.199934,s,86.0,78.0,529.25,0.0,3589.25,3532.5,3234.25,5117.5,7024.5,3372.5,2778.0,3012.75,4530.5,4307.25
17.261645,s,86.0,78.5,538.75,4416.0,3571.75,3542.0,4086.75,9007.5,6787.5,3350.5,2780.0,3022.0,4558.0,4277.25
17.323468,s,86.5,78.5,538.75,4410.5,3562.0,3549.0,3916.5,5144.0,7002.0,3369.25,2780.75,3015.25,2222.75,4312.5
17.387573,s,86.0,79.0,527.75,0.0,3594.25,3585.5,3211.0,3329.5,4090.0,3300.0,2785.25,3062.5,4493.75,4317.75
17.44941,s,87.0,78.5,527.5,4110.75,3564.5,3558.25,5827.75,4414.25,6847.25,3347.25,2775.75,3007.5,0.0,0.0
17.511191,s,84.5,78.5,526.0,0.0,3596.75,3526.75,3204.25,3320.25,3934.25,3266.75,2778.75,3024.5,4532.5,4305.5
17.574264,s,88.0,78.5,0.0,4094.75,3576.75,3567.0,5741.75,8992.25,3427.5,3307.0,2781.5,3001.75,0.0,0.0
17.63564,w,84.5,78.5,518.75,0.0,3591.75,3570.5,5958.25,3660.0,3877.0,3347.25,2783.75,3014.25,4487.75,4316.0
17.696802,w,82.5,78.0,525.5,4394.0,3584.25,3552.5,6213.25,3428.5,3896.0,3314.25,2778.0,2993.25,0.0,0.0
17.758194,w,76.5,77.5,0.0,0.0,3585.5,3618.0,5781.25,3675.5,6762.0,3346.25,2773.75,3022.0,4536.25,4314.25
17.819248,w,72.5,72.0,0.0,4094.75,3569.5,3568.25,3204.25,3301.0,4289.5,3301.0,2782.25,2998.25,4702.75,4309.0
17.880399,w,68.0,77.5,0.0,4372.0,3553.5,3558.25,5799.75,3675.5,6847.25,3361.0,2790.25,3036.5,4568.0,0.0
17.942192,w,62.0,92.5,0.0,0.0,3576.75,3506.0,5978.0,3510.5,5103.25,3309.0,2788.75,3018.5,4461.25,4268.5
18.003632,w,54.5,76.5,0.0,4063.0,3578.0,3547.75,5852.75,4474.5,3983.75,3354.5,2815.0,3004.25,4472.5,2518.5
18.064939,w,50.0,74.5,0.0,0.0,3560.75,3516.25,6027.5,5195.25,4016.0,3396.0,2824.75,3043.5,3209.0,0.0
18.126603,w,45.5,73.5,0.0,0.0,3564.5,3493.5,5919.5,3526.75,5170.75,3341.0,2820.25,3080.0,4596.0,0.0
18.188243,w,38.0,73.0,0.0,4427.25,2456.25,3517.5,5799.75,8686.25,4034.5,3379.0,2788.0,3039.0,4540.25,0.0
18.249386,w,33.5,72.5,0.0,0.0,3549.0,3498.0,5717.75,5252.75,7029.25,3264.75,2849.5,3074.75,0.0,0.0
18.311012,w,23.0,72.0,783.5,4008.25,2464.25,3483.25,5897.0,9312.5,4093.25,3411.25,2851.75,3063.5,0.0,0.0
18.372053,w,20.5,70.5,0.0,4279.0,2443.0,3522.0,5849.5,9296.25,3500.25,3339.0,2848.0,3060.75,0.0,538.25
18.433361,w,19.5,69.0,756.5,0.0,2436.25,3515.25,3291.75,9264.25,5230.0,3364.0,2857.0,3064.25,0.0,523.0
18.494274,w,17.5,79.5,775.5,0.0,2434.5,3571.75,5830.75,9377.75,5212.5,3386.5,2853.25,3070.5,2475.0,539.5
18.554287,a,12.0,75.0,6188.5,0.0,3512.75,3472.0,5884.25,9312.5,4158.25,3470.75,2857.0,3078.25,0.0,787.0
18.61174,a,14.0,71.5,4600.0,4227.25,2411.5,3464.0,5958.25,9336.75,3929.75,3455.25,2868.5,3102.25,2983.25,0.0
18.67083,a,9.0,58.0,13429.0,4178.25,2390.0,3488.75,6047.75,7130.75,4446.0,3415.5,2872.25,3086.25,759.25,793.5
18.73001,a,,,6737.0,0.0,2375.25,3533.75,5968.0,9280.25,5834.0,3565.75,2887.0,3126.75,0.0,608.5
18.789069,a,,,0.0,4528.5,2368.5,3673.0,5188.0,3638.25,3575.5,3775.75,2884.0,3029.75,4375.5,0.0
18.848319,a,,,0.0,4659.0,2338.0,3578.0,4968.75,9369.5,6791.75,3661.25,2898.75,2997.5,4227.25,538.0
18.90737,a,,,0.0,2371.0,2335.5,3549.0,4671.5,3289.75,3590.5,3884.25,2948.0,2934.5,3934.25,520.0
18.967055,a,2.0,87.5,0.0,4911.25,2317.75,3530.25,4522.75,9361.25,3578.0,4051.75,2993.25,2904.25,2765.75,507.0
19.026996,a,17.0,80.0,0.0,4810.25,2322.75,3481.0,4667.25,3145.0,3600.5,4403.0,3068.75,2877.75,3670.5,588.75
19.087046,a,24.0,78.5,0.0,3688.75,2339.0,2813.5,4390.25,4055.0,3408.0,4507.25,3106.0,2859.25,3458.5,674.75
19.146967,a,32.0,57.5,0.0,6530.5,2320.25,3482.0,4155.0,4009.75,3441.75,4810.25,3106.0,2855.5,3352.5,751.0
19.206616,a,20.0,49.0,0.0,4830.0,2359.5,3474.25,4051.75,7061.25,9192.75,5311.5,2966.0,2854.75,2887.0,744.25
19.267037,a,14.0,28.0,0.0,3855.5,2914.5,3476.5,3628.0,6499.25,3875.75,3590.5,3100.5,2857.0,3189.0,707.0
19.32715,a,8.5,34.5,2768.0,3145.0,4210.25,2401.75,3530.25,6014.25,3646.0,4163.25,3449.5,2860.0,3098.75,715.75
19.387115,a,5.5,51.0,0.0,6550.0,0.0,2376.25,3553.5,3211.0,9345.0,7303.75,3618.0,2874.0,3154.25,687.75
19.446522,a,3.0,66.0,4123.75,0.0,4524.5,2374.25,3670.5,5200.25,3649.75,3585.5,3664.0,2866.25,3036.5,696.5
19.506346,a,4.0,71.0,0.0,6396.0,0.0,2342.75,3618.0,4872.5,3294.75,3589.25,3549.0,2916.0,2964.25,759.75
19.566241,a,3.5,68.0,0.0,0.0,2352.5,2338.0,3562.0,4632.25,3312.25,3678.25,3858.5,2952.25,2924.0,861.75
19.625842,a,2.0,45.0,0.0,6209.75,4913.5,2343.75,2818.75,4416.0,4673.5,3616.75,4123.75,3009.25,2893.25,904.0
19.685071,a,,,0.0,0.0,2113.75,2339.0,3487.75,4552.0,4229.0,3437.5,4379.25,3066.0,2866.25,850.5
19.744421,a,70.0,62.0,0.0,4268.5,3368.25,2365.25,2854.0,4268.5,3935.75,3481.0,4749.5,3142.25,2860.0,801.5
19.803996,a,83.5,56.5,0.0,4319.75,5906.75,2342.75,3477.5,4082.0,4945.75,3397.0,4008.25,2953.75,2849.5,782.0
19.863851,a,90.5,60.0,0.0,1872.0,3343.0,2912.0,3495.75,3630.5,3716.5,7144.75,6001.0,3065.25,2852.5,804.0
19.923118,a,105.5,60.0,0.0,0.0,3854.25,4256.5,2429.5,3568.25,6101.75,7848.5,5303.75,3398.25,2864.75,3104.25
19.981162,a,96.5,59.0,0.0,4074.0,6185.0,0.0,2389.0,3562.0,3222.5,9377.75,7373.25,3511.75,2868.5,945.0
20.041247,a,110.0,63.0,0.0,4115.75,0.0,0.0,2373.25,3677.0,5185.5,5906.75,3665.25,3690.0,2860.75,3031.25
20.100949,a,,,0.0,0.0,6426.25,4694.5,2348.75,3604.0,4941.0,9418.75,3748.5,3567.0,2902.75,2965.25
20.160659,a,59.0,52.5,0.0,0.0,6325.25,4667.25,2338.0,3579.25,4724.0,3335.75,7154.25,3898.75,2957.0,2912.0
20.220562,a,62.5,38.0,0.0,3821.5,0.0,2691.5,2339.5,3493.5,4468.75,3490.0,3565.75,4185.0,3002.5,2898.75
20.280341,a,65.5,43.0,705.0,2587.25,0.0,0.0,2339.5,3508.25,4604.0,3188.0,3629.25,4339.25,3049.5,2865.5
20.339951,a,68.5,53.5,0.0,0.0,2307.75,3328.5,2345.25,2830.75,4370.0,3997.5,8071.5,4721.75,3122.25,2851.75
20.399298,a,74.0,64.5,0.0,0.0,4256.5,2491.0,2340.0,3504.75,4183.25,4841.25,3400.25,4823.5,3113.25,2848.0
20.458953,a,77.5,69.5,0.0,0.0,4273.75,3584.25,4003.75,3479.75,4067.75,7107.5,9477.25,4379.25,3008.5,2850.25
20.518313,a,80.0,63.0,0.0,0.0,4256.5,3161.75,4096.25,3479.75,3611.75,3389.5,3553.5,4377.25,3073.0,2857.0
20.578475,a,82.0,48.5,757.75,0.0,0.0,6834.5,4183.25,3503.75,3533.75,5984.5,9402.25,4256.5,3154.25,2856.25
20.638657,a,,,0.0,0.0,4080.25,7002.0,0.0,2378.0,3586.75,3225.5,6491.5,6886.5,3535.0,2871.5
20.698366,a,,,852.25,0.0,0.0,0.0,0.0,2374.25,3665.25,5144.0,4558.0,4086.75,3733.75,2867.0
20.757677,a,,,1065.75,2114.25,0.0,6422.5,4669.5,2342.75,3608.0,4959.75,4585.75,3597.75,3621.75,2922.5
20.817623,a,105.5,69.5,1064.25,3483.25,0.0,5900.25,3578.0,2339.5,3574.25,4610.0,3376.75,3810.5,4009.75,2937.5
20.876845,a,111.5,68.5,1136.75,3708.5,0.0,0.0,2682.25,2335.5,2851.75,4431.0,4616.0,3565.75,4229.0,3020.25
20.936034,a,115.5,63.5,2856.25,3563.25,4206.75,0.0,0.0,2343.75,3492.25,4577.75,3195.75,5849.5,4444.25,3072.25
20.995276,a,113.5,48.5,2848.0,3433.0,0.0,4220.25,2507.5,2370.5,3509.5,4298.25,5705.75,3421.0,4745.25,3136.0
21.05445,a,123.5,55.5,2845.75,2813.0,0.0,4251.25,6021.0,2349.25,3477.5,4098.0,6392.25,9145.75,5355.75,2970.0
21.113692,a,128.0,44.5,2851.75,0.0,0.0,2710.5,2486.0,4115.75,3487.75,3674.25,6570.0,9394.0,5799.75,3039.0
21.172651,a,132.0,46.0,2853.25,0.0,2930.25,4237.5,3181.5,0.0,3531.5,3531.5,6199.25,4598.0,6171.0,3383.25
21.231177,a,146.0,62.5,2860.0,0.0,0.0,0.0,6825.75,0.0,2384.25,3503.75,3349.25,9410.5,7308.5,3487.75
21.289488,d,154.5,69.5,2914.5,0.0,2399.25,0.0,6808.75,4499.5,2378.5,3690.0,5217.5,4438.5,3673.0,3679.5
21.348581,d,,,2877.0,1354.0,4334.0,0.0,6456.75,4642.5,2351.75,3610.5,4998.25,4671.5,3649.75,3816.0
21.408485,d,168.5,75.5,2920.0,1391.25,3830.0,0.0,6369.75,2372.25,2344.75,3615.5,4843.5,9452.0,5991.0,3694.0
21.468124,d,169.0,65.5,2916.0,0.0,2077.5,2853.25,0.0,0.0,2372.25,3696.5,5205.25,4423.5,4176.5,3780.0
21.527068,d,,,2867.75,0.0,0.0,0.0,0.0,0.0,2384.25,2859.25,3235.25,7719.75,3660.0,3670.5
21.586187,d,,,2851.75,0.0,0.0,0.0,7542.5,0.0,2394.25,3549.0,6044.25,7459.5,7159.0,3409.0
21.644785,d,,,1421.0,3117.75,0.0,0.0,3864.25,4150.0,3500.25,3605.5,5955.0,3532.5,3821.5,3126.75
21.704079,d,143.0,70.0,1390.25,3176.75,0.0,4287.75,6167.5,4039.25,3498.0,3613.0,6597.75,5368.75,6037.5,3043.5
21.76304,d,130.5,75.0,1142.5,3281.75,0.0,0.0,2486.5,2371.5,3494.5,3719.0,6091.75,7363.25,5422.25,3018.5
21.822516,d,,,1536.25,3404.75,0.0,2676.75,3347.25,2374.75,3507.0,4155.0,4059.75,3427.5,4665.25,3135.0
21.881221,d,,,1600.5,2373.75,0.0,6171.0,4890.75,2370.0,3525.5,4317.75,3844.25,3469.75,4230.5,3067.0
21.940879,a,99.0,62.5,0.0,3657.5,0.0,6206.25,4719.75,2344.25,2869.25,4538.25,3194.75,9468.75,4355.5,2985.75
21.998687,a,91.5,55.0,0.0,2752.25,0.0,0.0,4839.0,2368.5,3570.5,4657.0,3317.25,3576.75,4003.75,2957.75
22.058782,a,80.5,59.5,0.0,3915.0,0.0,0.0,4934.25,2350.25,3583.0,4830.0,3319.25,3584.25,4003.75,2953.75
22.121529,a,70.5,60.0,0.0,2753.75,0.0,0.0,4821.25,2367.0,3580.5,4634.5,7670.5,3600.5,4239.25,2920.0
22.179178,a,55.5,66.5,0.0,2395.0,0.0,6027.5,2110.0,2367.5,2857.75,4421.75,4175.0,5935.5,4074.0,3005.0
22.236433,a,52.5,72.5,1615.5,3423.25,0.0,2680.75,4872.5,2371.5,3509.5,4210.25,3594.25,3593.0,4591.75,3075.75
22.293192,a,58.0,69.0,1639.75,3317.25,0.0,4249.5,3859.75,2942.5,3502.5,4090.0,4161.5,3907.75,3971.75,2974.25
22.349938,a,73.5,58.5,1313.5,3214.0,3166.5,1870.5,6095.0,4213.5,3521.0,4183.25,7070.5,9468.75,4386.5,2993.25
22.406821,a,84.0,54.5,1975.5,3117.75,0.0,0.0,6873.5,0.0,3498.0,3630.5,4434.75,7378.25,3784.0,3106.0
22.461242,a,92.5,53.0,2845.75,3020.25,0.0,0.0,4516.75,2475.5,2407.75,3530.25,5827.75,9248.25,6886.5,3496.75
22.5185,a,100.0,53.0,2864.75,2937.5,2078.25,0.0,0.0,4516.75,2388.0,2859.25,5303.75,8213.75,7079.5,3608.0
22.575393,a,112.0,58.5,2920.0,2882.25,3221.5,0.0,0.0,0.0,2376.75,3639.5,4982.25,3494.5,4017.5,3857.0
22.632308,a,120.0,65.0,2961.0,2901.0,3967.0,0.0,0.0,0.0,2349.75,3590.5,4702.75,3329.5,3595.5,4030.0
22.689977,a,127.0,71.0,2929.5,2863.25,3665.25,0.0,0.0,2723.0,2353.5,2867.75,4550.0,3200.5,9519.25,4470.75
22.747591,a,138.0,73.0,3047.75,2822.5,3532.5,0.0,2682.75,2112.25,2371.0,3537.25,4298.25,7877.0,3429.75,4268.5
22.805432,a,146.5,72.5,3105.0,1800.0,3338.0,0.0,4273.75,3358.75,4033.0,3503.75,4091.5,6526.5,7803.25,4728.25
22.862668,a,155.0,69.5,2949.75,1776.75,2827.0,0.0,4260.0,3207.25,4181.5,3504.75,3677.0,4098.0,9240.25,5355.75
22.919391,d,168.5,70.5,3071.25,1561.5,3112.25,0.0,0.0,3173.0,4291.25,2441.25,4061.25,6522.5,3962.5,3597.75
